id,avatar,posts,followers,likes,engagement_rate
0,virat.kohli,1.5K,228M,1.48K,1.2
1,natgeo,26K,196.1M,26.02K,0.1
2,mileycyrus,1.2K,189.9M,1.18K,0.5
3,jlo,220,228.8M,220,0.5
4,neymarjr,5.4K,196.2M,5.39K,1.5
5,taylorswift,562,236.2M,1,1.3
6,kendalljenner,731,223.4M,731,2.3
7,kendalljenner,824,204.4M,824,2.5
8,kourtneykardash,4.4K,206.2M,4.42K,0.8
9,nickiminaj,6.4K,206.8M,6.44K,0.8
10,natgeo,26.7K,220.6M,26.71K,0.1
