id,avatar,posts,followers,likes,engagement_rate
41258,sanjukta_dutta_,1.9K,85.9K,1.94K,1.8
41259,lacelab,4.2K,85.9K,4.24K,0.4
41260,kalmone,833,85.9K,833,2.5
41261,fitnessfirstme,4.1K,85.9K,4.07K,0.4
41262,saturdaysmag,204,85.9K,204,4.4
41263,eleconomistaes,3.8K,85.9K,3.78K,0.4
41264,nataliastefaniass,2.3K,85.9K,2.31K,2.1
41265,samahwahbe,2.2K,85.9K,2.16K,3
41266,angelobaque,819,85.9K,819,2.6
41267,caymanjason,1.1K,85.9K,1.14K,2.5
41268,roompot,1.5K,85.9K,1.52K,2.6
41269,throughmypinkwindow,1.1K,85.9K,1.08K,1.1
41270,pari.mommy,570,85.9K,570,3.4
41271,honeymoonvillas,1.8K,85.9K,1.84K,0.1
41272,kiingrod,12,85.8K,12,17.2
41273,englewoodbarbie,15.2K,85.8K,15.20K,2.8
41274,talagaco,196,85.8K,196,1.1
41275,radkabartunkova,1.6K,85.8K,1.58K,4.2
41276,mathuravrindavanpackage,628,85.8K,628,5.2
41277,froukjedeboth,1.4K,85.8K,1.45K,2.1
41278,myfashionbreak,2.4K,85.8K,2.45K,1.9
41279,oktasiska_makeup,1.3K,85.8K,1.28K,1
41280,cosmosrevealed,1.8K,85.8K,1.83K,4.8
41281,jaysredtacos,352,85.8K,352,2.6
41282,wealthlab,208,85.8K,208,0.1
41283,makeupbyjovanka,3.2K,85.8K,3.16K,0.9
41284,bikutukombin,329,85.8K,329,0.2
41285,fenwickofficial,5.3K,85.8K,5.27K,0.5
41286,wandererstravelco,3.3K,85.8K,3.33K,0.2
41287,the.jiiins,8.7K,85.8K,8.67K,4.8
41288,aquietplacemovie,45,85.8K,45,8.1
41289,chakkapazham_fans_club,1.1K,85.8K,1.13K,2.6
41290,sipsmith,732,85.8K,732,0.8
41291,activosmillonarioss,853,85.8K,853,0.8
41292,nvidiageforceid,2.1K,85.8K,2.12K,0.4
41293,memysmoothiesandlife,1.5K,85.8K,1.52K,1.4
41294,gigidag,91,87K,91,7.7
41295,ciciinugramaa,260,87K,260,0.6
41296,tesserajewelry,842,87K,842,0.1
41297,indian_armed_force24x7,11.7K,87K,11.71K,1.5
41298,official_hemantbrijwasii,0.9K,87K,0.91K,3.6
41299,byovhifirsty,239,87K,239,6.5
41300,jay_a_daley,433,87K,433,5.4
41301,jumeirahzs,1K,87K,1.03K,0.6
41302,nour_lenses,6K,87K,6.04K,0.1
41303,disneyplusit,1.4K,270K,1.41K,1.6
41304,instakidstv,5.7K,270K,5.66K,0.7
41305,juulsperi,1.9K,269.9K,1.88K,12.4
41306,major_nine,26,269.9K,26,2.5
41307,picpay,213,269.9K,213,4.8
41308,neverlyparis,173,269.9K,173,3.2
41309,timewithari,600,269.9K,600,0.9
41310,wake_n_bite,1.9K,269.9K,1.89K,1.7
41311,sunilshelke_,2.1K,269.9K,2.06K,1.8
41312,rushbofficial,756,269.9K,756,0.1
41313,grosir_khimar_syari,23.3K,269.9K,23.29K,0
41314,gazir_ysb,59,269.9K,59,16.5
41315,ana.radulovic,284,269.9K,284,3.7
41316,adobedesign,1.1K,269.9K,1.14K,0.2
41317,hafizulkamal,1.3K,269.9K,1.28K,0.9
41318,mundo.zodiacal,2.6K,269.8K,2.60K,0.4
41319,micalife,2.5K,87K,2.47K,0.4
41320,prabhjots_designer_studio,1.5K,87K,1.54K,25.7
41321,rsa_outdoors,10K,87K,9.97K,1.6
41322,abdullaelmaz,1.8K,87K,1.76K,4.6
41323,isaiahneal,144,87K,144,8.1
41324,bigorup,388,87K,388,0.3
41325,timberlandlatino,2.1K,87K,2.12K,0.6
41326,bijoukarman,1.4K,86.9K,1.43K,1.4
41327,gk_alert,272,86.9K,272,1.6
41328,panik_entertainment_group,4.3K,86.9K,4.28K,1.4
41329,officialjackieevancho,1.3K,86.9K,1.30K,5.2
41330,esdecuicaoficial,436,86.9K,436,4
41331,womanillustration,293,86.9K,293,3.9
41332,theobromapatisserie,1.6K,86.9K,1.60K,1.1
41333,hollywoodrecords,6.4K,269.8K,6.43K,0.3
41334,girlss_vs_boyss,6.5K,269.8K,6.47K,1.4
41335,josjecoos,216,269.8K,216,2.3
41336,zoekfit,1.4K,269.8K,1.43K,0.1
41337,lizzyvdligt,3.1K,269.8K,3.10K,1.6
41338,kickserd,6K,269.8K,6.02K,0.7
41339,rcnradiocolombia,4.7K,269.8K,4.73K,0.2
41340,my_bmc,1.5K,269.7K,1.49K,0.8
41341,thivyan.jayareuben,739,269.7K,739,8.2
41342,akshaymali05,79,269.7K,79,5.5
41343,mimouh_khaoula,1.1K,269.7K,1.08K,0.4
41344,denisafilcea,313,269.7K,313,4.1
41345,fxxkingrabbits,1.8K,269.7K,1.77K,2.7
41346,angeloparente,1.8K,269.6K,1.79K,5.6
41347,atmos_tokyo,18.5K,269.6K,18.54K,0.2
41348,wtmtoday,3.3K,269.6K,3.33K,8
41349,bestbirdshots,4.6K,269.6K,4.60K,2
41350,100percentpure,2.8K,269.6K,2.76K,0.1
41351,ximzal,1.9K,269.6K,1.89K,3.8
41352,heartlandbowhunter,3.7K,269.6K,3.65K,0.3
41353,drjesusabreu,1.9K,269.6K,1.87K,0.5
41354,debattama_sah,624,269.6K,624,20.3
41355,archerandolive,1.6K,269.5K,1.59K,1.4
41356,lenieroficial,1.1K,269.5K,1.14K,1.7
41357,timmilgram,705,269.5K,705,1.3
41358,page_punjaban_da_2,6.5K,269.5K,6.51K,0.2
41359,iamshaniera,1.7K,269.5K,1.72K,2
41360,palomaresbaddies,48,269.5K,48,1.2
41361,buck_design,498,269.5K,498,1.4
41362,indiandancers__,795,86.9K,795,1.2
41363,sha.milo,2.4K,86.9K,2.37K,2.6
41364,onerpmbr,7.3K,86.9K,7.32K,0.1
41365,imperfectbusymom,657,86.9K,657,1.7
41366,marinafini,823,86.9K,823,3.8
41367,bolajibig,4.1K,86.9K,4.09K,0.4
41368,pashamajlesi,64,86.9K,64,12.8
41369,euluuciana,2.4K,86.9K,2.41K,8.3
41370,a.k_soni__,295,86.9K,295,1.3
41371,nattanitaa,499,86.9K,499,1.6
41372,fdbmobler,782,86.9K,782,0.8
41373,firstdates,749,86.9K,749,0.9
41374,fast__ndfurious,1K,86.9K,1K,0
41375,ricksmithjr,0.9K,86.9K,0.95K,3.1
41376,_nyebeyuk,3.3K,86.9K,3.31K,1
41377,wikipuisi,5.7K,269.5K,5.74K,0.7
41378,raphael_saadiq,14,269.4K,14,1.1
41379,iblindonesia,5.4K,269.4K,5.43K,2.3
41380,mutabikh_fataft2,3K,269.4K,3.04K,0.1
41381,loksattalive,15K,269.4K,14.96K,1.5
41382,amintabaa,18,269.4K,18,1.8
41383,sofiaschwarzkopftilbury,726,269.4K,726,2.5
41384,said_et_wadie,479,269.4K,479,1.8
41385,svetlana_zakharova_official,829,269.4K,829,3.4
41386,cakesbyangelamorrison,1.7K,269.4K,1.69K,0.5
41387,chalezinho,3.5K,269.4K,3.53K,0.8
41388,thekkvsh,254,269.3K,254,4.5
41389,serena,731,269.3K,731,0.9
41390,alasdairmclellan,0.9K,269.3K,0.94K,0.8
41391,casarincontiendas,3.4K,269.3K,3.42K,0.1
41392,naijaonnetflix,775,86.9K,775,1
41393,bunnybii,352,86.9K,352,10.9
41394,tilmanpoerzgen,830,86.9K,830,7.3
41395,melvinmelvelous,642,86.9K,642,1.2
41396,davidm_smith,364,86.9K,364,0.2
41397,hajar_vz,223,86.9K,223,2.8
41398,just4you_surprise_planners,1.3K,86.9K,1.29K,1
41399,india_crew_life,2.2K,86.9K,2.19K,0.2
41400,spainabottlebyrabia,1.8K,86.9K,1.82K,0.2
41401,kadir_shaikh22,1.6K,86.9K,1.57K,9.2
41402,delaemvsesami,7.8K,86.9K,7.79K,0.3
41403,mkfray,33,86.9K,33,21.8
41404,nrgradiokenya,16.3K,86.9K,16.33K,0.3
41405,panos_zarlas,507,86.9K,1,0
41406,ndr2,3.8K,86.9K,3.81K,1.1
41407,jogjaseni,5K,86.9K,4.97K,1
41408,mtvhustle,1K,269.3K,1.01K,0.9
41409,apuroboca_,4.7K,269.3K,4.70K,0.6
41410,quinns_arte,593,269.2K,593,2.2
41411,miss_jaatni,482,269.2K,482,1.3
41412,sayedaarownak,433,269.2K,433,2.7
41413,marvelindonesia,557,269.2K,557,1
41414,udaipurblog,14.1K,269.2K,14.11K,1.3
41415,dennislimming,1.2K,269.2K,1.21K,4.3
41416,razielrod,7.2K,269.2K,7.19K,1.2
41417,milana.vino,647,269.2K,647,3.8
41418,djclarkkent,7.9K,269.2K,7.90K,1
41419,pulselivekenya,45.9K,269.2K,45.87K,0.2
41420,anjalidineshanand,1.7K,269.2K,1.71K,2.1
41421,candicehuffine,2.9K,269.2K,2.92K,1.4
41422,gothicbabe_store,2.4K,86.9K,2.43K,0.4
41423,hot_mature_men,545,86.9K,545,4
41424,fade_mundial,2.7K,86.9K,2.73K,1.1
41425,mostlythedoodle,432,86.9K,432,3.8
41426,alimningqyzy,48,86.9K,48,1.4
41427,ndcministry,5.2K,86.9K,5.15K,1.3
41428,hijabinstyle_kw,4.5K,86.9K,4.50K,0.1
41429,eluniversoesmagico,1K,86.9K,1K,0.3
41430,nowtoronto,5.7K,86.9K,5.68K,0.2
41431,shreddedbeastz,3.7K,86.9K,3.73K,0.3
41432,oindrilabala,1.1K,86.9K,1.11K,3
41433,derekking,86,86.9K,86,2.7
41434,letsmunchh,239,86.9K,239,3.2
41435,saste_trolls,4.1K,86.9K,4.12K,0.5
41436,ishinna_b_sadana,0.9K,269.1K,0.94K,2
41437,stylish_mom,1.1K,269.1K,1.08K,0.2
41438,lotusprofessional_official,2K,269.1K,2K,0
41439,ecstuning,13.3K,269.1K,13.28K,0.4
41440,girlsdreamtravel,576,269.1K,576,3.9
41441,natyabascal,5.7K,269.1K,5.74K,1.7
41442,yuvrajbhavnagar,523,269K,523,9
41443,atulkasbekar,4.2K,269K,4.17K,1.3
41444,tattoosize,1K,269K,0.95K,1
41445,qadejah_terlajaklaris,2K,269K,2.04K,1
41446,tracegospel,5.8K,269K,5.76K,0.1
41447,hyperallergic,6.7K,269K,6.74K,0.4
41448,lunamontana,710,269K,710,18.7
41449,natasha.luthra,2.3K,269K,2.27K,1.3
41450,girocycling,2.5K,269K,2.46K,0.6
41451,abdel,547,269K,547,1.3
41452,kevwilliamson,217,86.9K,217,5.4
41453,boraparir,0.9K,86.8K,0.92K,1.4
41454,charlottemagayi,161,86.8K,161,0.1
41455,adarpoonawalla,22,86.8K,22,14.5
41456,liislemsalu,1.1K,86.8K,1.14K,6.5
41457,motivatemetamil,0.9K,86.8K,0.93K,3
41458,dr_rebeccamalope,0.9K,86.8K,0.92K,1.3
41459,phil_moreland,16.1K,86.8K,16.11K,0.7
41460,jasperstuyven,586,86.8K,586,2.5
41461,kriszhadvice,283,86.8K,283,9.2
41462,ouferbodyjewelry,1.4K,86.8K,1.37K,8.4
41463,muddstyle,1.4K,86.8K,1.40K,0.1
41464,jehan_miskin,1.2K,86.8K,1.22K,1.6
41465,laura_rokuda,483,86.8K,483,6.3
41466,nbcconnecticut,6.5K,86.8K,6.51K,0.4
41467,justabarth,2.6K,86.8K,2.57K,4.9
41468,bhushan_pradhan,1.3K,269K,1.31K,7
41469,esteelaudercompanies,2.2K,269K,2.21K,0.2
41470,best.memory__,1.4K,269K,1.42K,4.8
41471,lionesses,1.8K,269K,1.77K,2
41472,siostry_adihd,2.5K,269K,2.54K,6
41473,vuzutv,5.4K,269K,5.41K,0
41474,baimdanpaula,549,269K,549,3.8
41475,anguuch_b,271,269K,271,4.7
41476,prerto,8.1K,269K,8.07K,0.2
41477,mowlihawk,1K,269K,0.97K,2
41478,alonlivne,678,86.8K,678,1.7
41479,gl125_project,1.8K,86.8K,1.83K,1.5
41480,girls_attitude,4K,86.8K,3.95K,0.2
41481,usdagov,763,86.8K,763,0.5
41482,rashmi_polara_vekariya_07,65,86.8K,65,2.1
41483,72andsunny_,1K,86.8K,0.97K,0.4
41484,asia_inmyheart,866,86.8K,866,2.6
41485,diditluvo,7.1K,86.8K,7.08K,0.8
41486,roseanneonabc,183,86.8K,183,6.8
41487,plndm,571,86.8K,571,2.4
41488,jasleenkour745,1.4K,86.8K,1.39K,1.2
41489,iqramakeup,3.9K,86.8K,3.90K,0.8
41490,unlimitedadventure,200,86.8K,200,0.5
41491,barvikhaluxuryvillage,28.5K,86.8K,28.51K,0.1
41492,manthreecollections,3.3K,86.8K,3.31K,1.6
41493,muaythaigalaxy,3.2K,86.8K,3.23K,1.2
41494,trxtraining,3.3K,893.9K,3.32K,0.2
41495,asmaeamraniofficiel,443,893.9K,443,1
41496,diogoparodias,539,893.7K,539,6
41497,michellegomezofficial,681,893.6K,681,6.3
41498,stayandwander,2.3K,893.6K,2.29K,0.8
41499,audible,3.4K,893.6K,3.41K,0
41500,shivesh17,3.4K,893.6K,3.37K,2
41501,ilonaaln,156,893.5K,156,10.9
41502,heaventube,1.1K,893.4K,1.13K,4.9
41503,ubifranklintriplemg,14.5K,893.4K,14.47K,0.3
41504,jinri_88,5.2K,893.3K,5.24K,1
41505,ninaiskandar,1.1K,893.2K,1.08K,0.5
41506,menwiththepot,585,893.1K,585,3
41507,aquafun,508,892.6K,508,0.3
41508,janainacpaschoal,1.7K,892.5K,1.71K,0.8
41509,jurassicworld,830,892.5K,830,4.4
41510,mahmoud_ellisy,0.9K,892.4K,0.93K,1
41511,srideviashok_official,1.3K,892.4K,1.31K,4
41512,selfcare4yu,287,892.3K,287,5.1
41513,kumaran_thangarajan,724,892.3K,724,3.3
41514,sin.sr,3K,892.1K,2.99K,1.4
41515,collegegameday,3.8K,892.1K,3.83K,1.3
41516,alisonwonderland,1K,892K,0.99K,4.5
41517,brajaojoke,11.4K,892K,11.41K,0.8
41518,osvaldobenavides,1.1K,891.8K,1.08K,2.5
41519,larox07,2.5K,891.8K,2.53K,1
41520,glowrecipe,2.7K,891.7K,2.66K,1
41521,telefenoticias,16.5K,891.7K,16.45K,0.2
41522,masego,502,891.5K,502,3.8
41523,julienmagic,649,891.5K,649,1.7
41524,kierantierney,185,891.5K,185,19.1
41525,tawaajisefinni,354,891.4K,354,0.4
41526,kdkuiper,4K,891.3K,3.96K,0.6
41527,designershumor,1.8K,897K,1.81K,3.6
41528,andymusic1,2.8K,897K,2.78K,2.5
41529,mksssj,8,897K,8,3.5
41530,sarahcpr,663,897K,663,7.3
41531,pbs,5.1K,896.8K,5.12K,0.3
41532,ride100percent,4.9K,896.7K,4.90K,0.6
41533,evachug,1.4K,896.7K,1.38K,0.8
41534,helminursifah,1K,896.3K,1.03K,1.3
41535,the_symone,1.4K,896.2K,1.38K,25.5
41536,tocandohits,1K,896K,1.04K,1.4
41537,youn1029,1.8K,895.9K,1.76K,0.6
41538,bayati__nazanin,277,895.9K,277,12.8
41539,aidybryant,745,895.9K,745,6
41540,sonali.bhadauria,2.4K,895.9K,2.43K,3.8
41541,amas,1.8K,895.9K,1.84K,1.3
41542,familyguyfox,1.1K,895.8K,1.11K,2.3
41543,turbofausto,615,895.8K,615,1.4
41544,lensbible,7K,895.7K,7.04K,1.4
41545,fabricio,1.9K,895.4K,1.86K,0.1
41546,xserrano9,2.5K,895.4K,2.52K,4.1
41547,imsamkhanofficial,580,895.3K,580,3.3
41548,devika029,343,895.2K,343,12.8
41549,et_maroc.officiel,8.8K,895.1K,8.77K,0.3
41550,faustomata5,4.4K,894.9K,4.41K,0.3
41551,repostuj,3.6K,894.9K,3.65K,3.6
41552,juddydaconceicao,2.3K,894.8K,2.27K,1.7
41553,meccabeauty,4.9K,894.8K,4.89K,0.1
41554,antolecky,1.9K,894.8K,1.93K,0.8
41555,italiait,5.5K,894.7K,5.47K,1.2
41556,usnavyblueangels,2.1K,894.6K,2.05K,1.5
41557,nicolasghesquiere,1.5K,894.3K,1.54K,1.2
41558,thecabinland,4.7K,894.2K,4.70K,0.8
41559,maarebeaar,613,894.2K,613,4
41560,mattiaperin,700,894.2K,700,1.2
41561,deeplina_deka,550,894.1K,550,5.9
41562,official_gayatri_korpe,524,894.1K,524,4.3
41563,djerianene,735,894K,735,0.1
41564,islandboiphotography,547,272K,547,2.3
41565,thetruemayhem,550,272K,550,4.1
41566,filifiliwey,36,272K,36,4.8
41567,julietan_cxq,1.5K,271.9K,1.46K,1.5
41568,sanachandok,1.9K,271.9K,1.90K,0.7
41569,ginascarangella_,541,271.9K,541,1.1
41570,casio_us,642,271.9K,642,0.6
41571,candyandcocoa,0.9K,271.9K,0.92K,3.6
41572,kurti_swag,3.4K,271.9K,3.36K,0.6
41573,itb1920,2.5K,271.9K,2.54K,1.2
41574,nidhiuttam,1.7K,271.9K,1.66K,0.9
41575,bbygshai,158,271.9K,158,10.3
41576,ivanmoody,108,271.9K,108,3.8
41577,gigidag,91,87K,91,7.7
41578,ciciinugramaa,260,87K,260,0.6
41579,tesserajewelry,842,87K,842,0.1
41580,indian_armed_force24x7,11.7K,87K,11.71K,1.5
41581,official_hemantbrijwasii,0.9K,87K,0.91K,3.6
41582,byovhifirsty,239,87K,239,6.5
41583,jay_a_daley,433,87K,433,5.4
41584,jumeirahzs,1K,87K,1.03K,0.6
41585,nour_lenses,6K,87K,6.04K,0.1
41586,micalife,2.5K,87K,2.47K,0.4
41587,nevecosmetics,2.5K,271.9K,2.51K,0.4
41588,daa_mtd,1.2K,271.8K,1.24K,1.4
41589,freddyoart,34.8K,271.8K,34.84K,0.2
41590,ahmedsantaa,21,271.8K,21,8.5
41591,desiitrollzz_,5.7K,271.8K,5.66K,0.2
41592,nora_cosmetic_,2K,271.8K,1.98K,0.5
41593,dapurasix,2K,271.8K,2.05K,0
41594,jjvalaya,4.6K,271.8K,4.60K,0.2
41595,syurabadron,2.9K,271.7K,2.89K,0.7
41596,brenda.gomezok,1.2K,271.7K,1.24K,1.2
41597,pruno_dasha,1.5K,271.7K,1.46K,1.2
41598,erikaleesears,3.2K,271.7K,3.21K,3.8
41599,barbiebeth,7.1K,271.7K,7.07K,0.6
41600,elmayorclasicovip,4K,271.7K,4.03K,0.5
41601,planofishing,1.1K,88K,1.09K,0.3
41602,wenaturals,6.2K,88K,6.21K,0.5
41603,fashionablyjess,4.5K,88K,4.49K,0.6
41604,prabhjots_designer_studio,1.5K,87K,1.54K,25.7
41605,rsa_outdoors,10K,87K,9.97K,1.6
41606,abdullaelmaz,1.8K,87K,1.76K,4.6
41607,isaiahneal,144,87K,144,8.1
41608,bigorup,388,87K,388,0.3
41609,timberlandlatino,2.1K,87K,2.12K,0.6
41610,bijoukarman,1.4K,86.9K,1.43K,1.4
41611,gk_alert,272,86.9K,272,1.6
41612,panik_entertainment_group,4.3K,86.9K,4.28K,1.4
41613,officialjackieevancho,1.3K,86.9K,1.30K,5.2
41614,esdecuicaoficial,436,86.9K,436,4
41615,womanillustration,293,86.9K,293,3.9
41616,theobromapatisserie,1.6K,86.9K,1.60K,1.1
41617,indiandancers__,795,86.9K,795,1.2
41618,sha.milo,2.4K,86.9K,2.37K,2.6
41619,bellflight,894,88K,894,1.5
41620,anwaramzah,122,88K,122,4.8
41621,danroerick,1.2K,88K,1.19K,1.1
41622,ketorecipesig,2.2K,88K,2.20K,0.1
41623,irun4ultra,1.6K,88K,1.57K,2.6
41624,danielsobiesniewski,1.2K,88K,1.18K,3.5
41625,luckydesignx,899,88K,899,4
41626,semprenovos,2.3K,88K,2.31K,0.1
41627,irinasharipova,286,88K,286,2.2
41628,adhietya_mukti,273,88K,273,2.8
41629,bronze_oman,6.6K,88K,6.57K,0.1
41630,tjekitkwagga,844,88K,844,4.4
41631,paporeto.live,1.4K,88K,1,0
41632,realfabrica,3.5K,88K,3.45K,1.1
41633,lenaluneva_dxb,1K,88K,1.01K,1
41634,lesparisdelaura,2.4K,88K,2.41K,1.7
41635,_bluebirdy_,612,88K,612,9.9
41636,loveweddingsng,22.9K,271.6K,22.87K,0
41637,lilyrose,2.9K,271.6K,2.88K,2.2
41638,elconejotv,3.9K,271.6K,3.89K,0.2
41639,kate_rob1jogja,3.2K,271.6K,3.18K,0.1
41640,ojwheels,6.3K,271.6K,6.31K,1.2
41641,instasatana,222,271.6K,222,28.7
41642,soymarkvollert,2.4K,271.6K,2.44K,1
41643,apartamentomagazine,1.6K,271.6K,1.57K,0.6
41644,iamthekingoffitness,2.6K,271.6K,2.56K,2.8
41645,styleonwings,4.3K,271.5K,4.31K,1.1
41646,beardedvillains,3.2K,271.5K,3.17K,1
41647,manalajaj,3.3K,271.5K,3.33K,2.8
41648,onlinemami_,1K,271.5K,1.01K,8.7
41649,haileydevine,3.2K,271.5K,3.15K,3.5
41650,artistgill,1.6K,271.5K,1.65K,1.7
41651,tiatavee,652,271.5K,652,1.5
41652,alanis.desilets,597,271.5K,597,4.8
41653,onerpmbr,7.3K,86.9K,7.32K,0.1
41654,imperfectbusymom,657,86.9K,657,1.7
41655,marinafini,823,86.9K,823,3.8
41656,bolajibig,4.1K,86.9K,4.09K,0.4
41657,pashamajlesi,64,86.9K,64,12.8
41658,euluuciana,2.4K,86.9K,2.41K,8.3
41659,a.k_soni__,295,86.9K,295,1.3
41660,nattanitaa,499,86.9K,499,1.6
41661,fdbmobler,782,86.9K,782,0.8
41662,firstdates,749,86.9K,749,0.9
41663,fast__ndfurious,1K,86.9K,1K,0
41664,ricksmithjr,0.9K,86.9K,0.95K,3.1
41665,_nyebeyuk,3.3K,86.9K,3.31K,1
41666,naijaonnetflix,775,86.9K,775,1
41667,bunnybii,352,86.9K,352,10.9
41668,tilmanpoerzgen,830,86.9K,830,7.3
41669,atmos_id,2.4K,271.5K,2.36K,0.5
41670,illustration_daily,3.2K,271.4K,3.17K,1.4
41671,khushicchaudhary,1K,271.4K,0.95K,1.9
41672,trendsetter_012,7.8K,271.4K,7.76K,1.6
41673,kutaly_baxtyar,2.7K,271.4K,2.70K,0.9
41674,thesaraames,102,271.4K,102,2.9
41675,drbrownsindo,2.6K,271.4K,2.56K,0.2
41676,mantraband,5.6K,271.4K,5.57K,0.2
41677,lpbeautyblog,2.3K,271.3K,2.33K,4.5
41678,sagar_bora,1K,271.3K,1.04K,12.6
41679,justtattooofus,826,271.3K,826,0.3
41680,indorizayka,31.5K,271.3K,31.53K,0.3
41681,rotaryinternational,1.4K,271.3K,1.43K,0.6
41682,aianajsays,1.8K,271.2K,1.83K,1.6
41683,nunnbetter_,69,271.2K,69,7.4
41684,subashiniasokan,1.9K,271.2K,1.92K,3.6
41685,yuksholawat,4.5K,271.2K,4.51K,1.3
41686,melvinmelvelous,642,86.9K,642,1.2
41687,davidm_smith,364,86.9K,364,0.2
41688,hajar_vz,223,86.9K,223,2.8
41689,just4you_surprise_planners,1.3K,86.9K,1.29K,1
41690,india_crew_life,2.2K,86.9K,2.19K,0.2
41691,spainabottlebyrabia,1.8K,86.9K,1.82K,0.2
41692,kadir_shaikh22,1.6K,86.9K,1.57K,9.2
41693,delaemvsesami,7.8K,86.9K,7.79K,0.3
41694,mkfray,33,86.9K,33,21.8
41695,nrgradiokenya,16.3K,86.9K,16.33K,0.3
41696,panos_zarlas,507,86.9K,1,0
41697,ndr2,3.8K,86.9K,3.81K,1.1
41698,jogjaseni,5K,86.9K,4.97K,1
41699,akesson.jimmie,272,88K,272,10.4
41700,mirsana452,807,88K,807,1.6
41701,alessandrofratini_hairstylist,3.2K,88K,1,0
41702,wisata_mojokerto,3K,88K,2.99K,1.9
41703,mamanscelebres_tfx,458,88K,458,2.9
41704,scheeljessica,3.2K,88K,3.21K,5
41705,quinnyworld,896,88K,896,0.1
41706,likevikki,5.3K,88K,5.31K,0.4
41707,adornelegance,1.5K,87.9K,1.50K,0.2
41708,royalparty_official,2.8K,87.9K,2.80K,0.3
41709,robertobirindelli,2.3K,87.9K,2.27K,1.6
41710,nemrahahmedniazi,257,87.9K,257,8.9
41711,amymebberson,1.5K,87.9K,1.50K,7.1
41712,makeupbyronza,786,271.2K,786,0.9
41713,alhaqab201,1.5K,271.2K,1.54K,0.5
41714,nickieninaofficial,3.3K,271.2K,3.33K,0.1
41715,coconisha06,845,271.2K,845,0.4
41716,the_great_rajputana_culture,1.7K,271.1K,1.66K,0.2
41717,onwardwanna,898,271.1K,898,4
41718,plaifana,14.6K,271.1K,14.57K,1.8
41719,jonijohairtz,5.2K,271.1K,5.17K,0.2
41720,makeupbyhanan,141,271.1K,141,1.6
41721,angelabs_20,108,271.1K,108,7.1
41722,lovequotes,562,271.1K,562,1.5
41723,mumuscarves,4.1K,271K,4.13K,0
41724,sweetwatersound,5.5K,271K,5.51K,0.2
41725,getthelouk,4.7K,271K,4.65K,3.1
41726,gclass,1.1K,271K,1.14K,5.9
41727,nefthepharaoh,5.6K,271K,5.61K,1.4
41728,riverfans_,6.3K,271K,6.32K,5.6
41729,soravjain,3K,270.9K,2.97K,0.6
41730,gothicbabe_store,2.4K,86.9K,2.43K,0.4
41731,hot_mature_men,545,86.9K,545,4
41732,fade_mundial,2.7K,86.9K,2.73K,1.1
41733,mostlythedoodle,432,86.9K,432,3.8
41734,alimningqyzy,48,86.9K,48,1.4
41735,ndcministry,5.2K,86.9K,5.15K,1.3
41736,hijabinstyle_kw,4.5K,86.9K,4.50K,0.1
41737,eluniversoesmagico,1K,86.9K,1K,0.3
41738,nowtoronto,5.7K,86.9K,5.68K,0.2
41739,shreddedbeastz,3.7K,86.9K,3.73K,0.3
41740,oindrilabala,1.1K,86.9K,1.11K,3
41741,derekking,86,86.9K,86,2.7
41742,letsmunchh,239,86.9K,239,3.2
41743,saste_trolls,4.1K,86.9K,4.12K,0.5
41744,kevwilliamson,217,86.9K,217,5.4
41745,boraparir,0.9K,86.8K,0.92K,1.4
41746,s550_only,3.2K,87.9K,3.23K,1
41747,eilishmccolgan,1.6K,87.9K,1.62K,4.9
41748,pollyfern,2.9K,87.9K,2.88K,1.2
41749,sagarsheldekar,3K,87.9K,3K,4.2
41750,momme_gombe,403,87.9K,403,1.8
41751,skytv,1K,87.9K,1.02K,0.3
41752,explosive___royalfitness,246,87.9K,246,0.6
41753,ig_adhdlife,2.1K,87.9K,2.08K,6.5
41754,dub.reggae,1.4K,87.9K,1.37K,0.5
41755,li_kiyowo,2.2K,87.9K,2.15K,26.5
41756,wombenwellness,888,87.9K,888,0.8
41757,patanjali_chutkule,5.1K,87.9K,5.14K,0.8
41758,ladyfag,2.5K,87.9K,2.50K,1.6
41759,mommytravelstories,717,87.9K,717,10
41760,y__nots__,1.1K,87.9K,1.09K,11.9
41761,farmhouseaninterior,359,87.9K,359,1.1
41762,filmfareme,9K,270.9K,8.96K,0.1
41763,jodiesmith,1.6K,270.9K,1.61K,7.4
41764,unmigration,2.9K,270.9K,2.86K,0.1
41765,alienmood_,2.1K,270.9K,2.11K,2
41766,valrhonafrance,1.1K,270.9K,1.10K,0.6
41767,wayfairuk,2.5K,270.9K,2.48K,0.3
41768,jhspedals,6.8K,270.9K,6.82K,1.3
41769,evolutionnutritionlab,3.2K,270.9K,3.21K,0.1
41770,naturalasthetik,1K,270.9K,0.95K,1.3
41771,maximedereymezofficial,1.9K,270.8K,1.85K,1.2
41772,kawaii.kz,9.3K,270.8K,9.34K,0.3
41773,sarahbelleelizabeth,3.6K,270.8K,3.56K,2.2
41774,darrellerevis,411,270.8K,411,2.2
41775,charlottemagayi,161,86.8K,161,0.1
41776,adarpoonawalla,22,86.8K,22,14.5
41777,liislemsalu,1.1K,86.8K,1.14K,6.5
41778,motivatemetamil,0.9K,86.8K,0.93K,3
41779,dr_rebeccamalope,0.9K,86.8K,0.92K,1.3
41780,phil_moreland,16.1K,86.8K,16.11K,0.7
41781,jasperstuyven,586,86.8K,586,2.5
41782,kriszhadvice,283,86.8K,283,9.2
