,avatar,hashtags
0,champagnepapi,[]
1,ddlovato,['#holyfvcktour']
2,badgalriri,"['#SAVAGEXFENTYSHOW', '#SAVAGEXFENTYSHOW', '#SAVAGEXFENTYSHOW', '#SAVAGEXFENTYSHOW', '#liftmeup', '#LiftMeUp', '#LiftMeUp', '#savageXlounge', '#FentyAfrica', '#FENTYPARFUM', '#FENTYPARFUM', '#NationalHeroesDay', '#COOKIESNCLEAN', '#COOKIESNCLEAN', '#1', '#COOKIESNCLEAN']"
3,kingjames,"['#ThekidfromAkron🤴🏾', '#ThekidfromLansing🤴🏾', '#LeBron20', '#WelcomeToThePack', '#Lobos1707partner', '#LifeWTRpartner', '#WorkingSMARTER', '#TonalPartner', '#BeYourStrongest', '#HUSSLEDoc', '#LegendsNeverDie👑', '#ThekidfromAKRON🤴🏽', '#GoEagles🦅', '#GodofWarRagnarok', '#PlayStationPartner', '#ThekidfromAKRON🤴🏾', '#GodofWarRagnarok', '#PlayStationPartner', '#ThekidfromAKRON🤴🏾', '#TNFinTheShop']"
4,zendaya,"['#TIME', '#ValentinoRendezVous']"
5,iamcardib,"['#CardiBxReebok', '#CardiBxReebok', '#CardiBxReebok', '#IFeelDKNY']"
6,katyperry,"['#shoesdaytuesday', '#WhereWeStarted', '#CMAawards', '#CMAawards', '#KatyPerryAboutYou', '#letsgocaruso', '#yestomeasure28', '#yestomeasure1', '#doyoubutjustuseyourvoteok🇺🇸', '#YesOn28', '#LegoPartner', '#CMAawards', '#KatyPerryAboutYou', '#shoesdaytuesday', '#LEGOpartner', '#PLAY🍄', '#PLAY🍄', '#PLAY', '#shoesdaytuesday', '#shoesdaytuesday', '#shoesdaytuesday', '#shoesdaytuesday', '#shoesdaytuesday']"
7,kevinhart4real,"['#ComedicRockStarShit', '#RealityCheckTour', '#LilSwag', '#realitychecktour', '#ComedicRockStarShit', '#DaKid', '#LilSwag', '#HardWorkTasteDifferent', '#Harts', '#ComedicRockStarShit', '#RealityCheckTour', '#LiveLoveLaugh', '#RealityCheckTour', '#comedicrockstarshit', '#ComedicRockStarShit', '#RealityCheckTour', '#LilSwag', '#DaKid', '#cityofbrotherlylove❤️', '#FableticsMen', '#HustleHart', '#LilSwag', '#RealityCheck', '#ComedicRockStarShit', '#EatYourHartOut', '#VroomVroom', '#RealCarLover', '#ComedicRockstarShit', '#RealityCheckTour', '#ad', '#pjplace', '#ad', '#VroomVroom', '#PlasticCupBoyzCarClub', '#LilSwag', '#PhiladelphiaBorn', '#ComedicRockStarShit', '#ComedicRockStarShit', '#RealityCheck', '#FriendsSupportFriends', '#Harts', '#Harts', '#HustleHart']"
