,avatar,hashtags
0,kyliejenner,['#GLOWPartner']
1,leomessi,"['#TrajimosLasBud', '#Budweiser', '#BringHomeTheBud', '#BudweiserWorldCup', '#YoursToTake', '#Budweiser', '#ImpossibleIsNothing\n\nI’m', '#ImpossibleIsNothing', '#TodosJuntos', '#IconsMessi.', '#IconsMessi.', '#PUBGMxMESSI', '#PUBGMxMESSI', '#LEOGACY', '#Nuncateconformes', '#Gatorade', '#WhateverFuelsYou', '#GreatnessNeverSettle', '#HaceQueValga', '#MakeitCount', '#VamosArgentina', '#NFT', '#Argentina!\n\nThe', '#NFT', '#Argentina!', '#CODMobile', '#CODMobile', '#VamosArgentina', '#Siguesudando', '#Gatorade', '#Nuncateconformes\n\nWhatever', '#thegreatestneversettle', '#faceit', '#Gatorade', '#innervoices', '#WhateverFuelsYou', '#NerverSettle']"
2,kimkardashian,[]
3,arianagrande,[]
4,therock,"['#TequilaOfThePeople', '#YoungRock', '#Season3', '#FridayNights\n@sevenbucksprod', '#OnSet', '#RedOne', '#myfavoritejob', '#DwantaClaus', '#FierceBabyProductions', '#NBC', '#sweetpeas', '#rockofgilbraltar', '#daddycurls', '#daddyneedspancakes', '#kaw', '#RedOne🎅🏻🛷', '#Germany', '#SaturdayGrind', '#HardestWorkersInTheRoom', '#IronParadise', '#HereKittyKitty🐱\n@ProjectRock', '#FierceBabyProductions', '#NBC', '#RedOne🎅🏻🛷\n\n📸:', '#NorthSwoleIronParadise', '#RedOne🎅🏻\n\n📸:', '#OnSet', '#RedOne🎅🏾\nThe', '#YoungRock\n@sevenbucksprod', '#fiercebabyproductions', '#hardestworkersintheroom', '#ip', '#WorldsBest']"
5,selenagomez,"['#MyMindAndMe', '#WorldMentalHealthDay', '#letswondermind']"
