,avatar,hashtags
0,justinbieber,[]
1,nike,"['#Nike50', '#AF1']"
2,beyonce,"['#TiffanyAndCo', '#CLUBRENAISSANCE']"
3,khloekardashian,"['#nurtecodtpartner', '#pfizersponsored', '#migraine', '#migraineawareness', '#migrainesupport', '#migrainetreatment', '#thekardashians', '#AD', '#Hydrow', '#HydrowHigh', '#HydrowAmbassador', '#Hydrow', '#HydrowHigh', '#HydrowAmbassador']"
