,avatar,hashtags
0,instagram,"['#WeeklyFluff', '#InTheMoment\n\nVideo', '#Advocates', '#WeeklyFluff', '#IGTrendReport2023', '#WorldTrickShotDay2022.', '#Advocates', '#WeeklyFluff', '#Advocates', '#WeeklyFluff', '#InTheMoment', '#DayOff', '#InTheMoment', '#Advocates.']"
1,cristiano,"['#NikeFC', '#ClearHeadBeFearless', '#ClearMen', '#AntiDandruffshampoo', '#MenShampoo', '#madametussaudsusa\n@visitportugal', '#Theragun']"
